Fine-Tuning,M1,M2,M3,MHu2,MHd2,signmu,Mq2ii,Ml2ii,Mu2ii,Md2ii,Me2ii,Mq233,Ml233,Mu233,Md233,Me233,Tu33,Td33,Te33,tanb
237.664132,-2026.79443,510.681152,638.122559,5935913.09,7498168.95,-1,7771179.2,7497619.63,5164123.54,6966979.98,4466491.7,7497619.63,2832824.71,3596374.51,6080383.3,5164123.54,1634.39941,472.045898,-352.661133,33.918457
680.575401,-995.544434,791.931152,1294.37256,4248413.09,2435668.95,1,6364929.2,6653869.63,5445373.54,4998229.98,1372741.7,6653869.63,301574.707,4440124.51,2986633.3,5445373.54,-53.1005859,-90.4541016,584.838867,15.168457
147.270804,-1862.73193,1143.49365,614.685059,2139038.09,5388793.95,-1,6013366.7,1099182.13,7765686.04,3381042.48,7771179.2,1099182.13,5996887.21,4369812.01,5588195.8,7765686.04,1118.77441,425.170898,-2555.78613,19.855957
335.573937,-2290.46631,727.478027,69.7631836,4635131.84,5142700.2,1,8808288.57,7550354,3107482.91,797058.105,3745788.57,7550354,6014465.33,5055358.89,6871398.93,3107482.91,-1236.69434,1116.57715,877.807617,26.965332
993.974468,-227.966309,1289.97803,1382.26318,1260131.84,1767700.2,1,370788.574,4737854,7044982.91,2484558.11,7683288.57,4737854,6576965.33,1117858.89,683898.926,7044982.91,-861.694336,741.577148,502.807617,24.465332
779.153519,-87.3413086,1055.60303,1241.63818,2666381.84,3736450.2,-1,6417663.57,1784729,8029357.91,8250183.11,3605163.57,1784729,5030090.33,5477233.89,262023.926,8029357.91,2419.55566,460.327148,221.557617,12.590332
564.160806,-400.817871,794.86084,1074.646,4230834.96,6988403.32,1,4861999.51,4641174.32,567443.848,1298034.67,3754577.64,4641174.32,7464660.64,2251647.95,1202453.61,567443.848,2648.07129,-365.844727,-18.6767578,13.6450195
403.628056,-353.942871,935.48584,1309.021,3387084.96,6144653.32,1,6127624.51,281799.316,5770568.85,5094909.67,2207702.64,281799.316,5917785.64,2673522.95,1061828.61,5770568.85,2366.82129,852.905273,1387.57324,43.0200195
859.691136,-2803.16162,408.14209,1953.55225,6551147.46,8605590.82,-1,397155.762,35705.5664,4399475.1,3301940.92,8781921.39,35705.5664,1804504.39,1372741.7,8409484.86,4399475.1,2718.38379,595.092773,1786.01074,25.6762695
917.225228,-2639.09912,1181.57959,1695.73975,1910522.46,7339965.82,-1,3139343.26,2496643.07,4751037.6,2809753.42,555358.887,2496643.07,6374816.89,1724304.2,7917297.36,4751037.6,327.758789,-1233.03223,-510.864258,10.9887695
450.620968,-1332.4585,1058.53271,1080.50537,2648803.71,8218872.07,-1,4844421.39,404846.191,3889709.47,2264831.54,1522155.76,404846.191,2947082.52,5820007.32,3997375.49,3889709.47,-504.272461,747.436523,-405.395508,16.0668945
403.328079,-1613.7085,589.782715,49.2553711,5461303.71,4281372.07,1,7938171.39,3498596.19,3608459.47,296081.543,4053405.76,3498596.19,415832.52,6663757.32,4841125.49,3608459.47,1933.22754,-190.063477,157.104492,34.8168945
791.926156,-1191.8335,1292.90771,752.380371,1242553.71,6250122.07,1,1891296.39,6732971.19,2342834.47,8311706.54,5319030.76,6732971.19,3650207.52,1179382.32,3575500.49,2342834.47,2026.97754,466.186523,-311.645508,26.6918945
958.951103,-1508.23975,648.376465,1748.47412,5109741.21,6320434.57,1,1574890.14,88439.9414,6456115.72,4971862.79,8307312.01,88439.9414,7060363.77,7261413.57,4524719.24,6456115.72,-58.9599609,817.749023,-2397.58301,32.7856445
966.309746,-1719.17725,1843.68896,646.911621,-2062133.79,6742309.57,1,4317077.64,1424377.44,3151428.22,401550.293,6127624.51,1424377.44,5161926.27,6347351.07,5157531.74,3151428.22,-199.584961,114.624023,649.291992,13.7231445
657.79413,-2187.92725,1937.43896,365.661621,-2624633.79,5054809.57,-1,7973327.64,580627.441,6807678.22,682800.293,2471374.51,580627.441,7693176.27,2128601.07,6563781.74,6807678.22,2237.91504,-822.875977,-1413.20801,34.9731445
878.272498,-2047.30225,1703.06396,37.5366211,-1218383.79,7586059.57,1,3332702.64,5783752.44,8354553.22,6729675.29,8799499.51,5783752.44,8396301.27,6487976.07,6141906.74,8354553.22,-668.334961,-1104.12598,-756.958008,43.0981445
785.609527,-422.790527,345.153809,1521.42334,6929077.15,8790161.13,-1,2168151.86,6333068.85,1811096.19,5248718.26,4664245.61,6333068.85,3522766.11,3723815.92,1268371.58,1811096.19,-718.139648,-304.321289,365.112305,36.9458008
706.127473,-2403.25928,661.560059,1322.20459,5030639.65,8438598.63,1,586120.605,8618225.1,4588439.94,3947937.01,6597839.36,8618225.1,2503234.86,2071472.17,7209777.83,4588439.94,2586.54785,1640.99121,1138.5498,20.5395508
573.23204,-2965.75928,849.060059,1134.70459,3905639.65,5063598.63,-1,23620.6055,4680725.1,4025939.94,2260437.01,6035339.36,4680725.1,6440734.86,4883972.17,8897277.83,4025939.94,2211.54785,515.991211,-2236.4502,33.0395508
683.038735,-2707.94678,684.997559,876.89209,4890014.65,8297973.63,1,8390808.11,4188537.6,5783752.44,8940124.51,7933776.86,4188537.6,182922.363,876159.668,8123840.33,5783752.44,-2335.32715,-1312.13379,622.924805,39.6020508
522.876288,-1401.30615,58.0444336,1574.15771,8651733.4,7489379.88,1,2185729.98,2096740.72,2707580.57,8500671.39,6931823.73,2096740.72,8005187.99,4936706.54,4203918.46,2707580.57,2902.9541,668.334961,704.956055,34.6801758
650.384177,-1178.6499,1358.82568,718.688965,847045.898,3481567.38,-1,1025573.73,5928771.97,2602111.82,7129577.64,568542.48,5928771.97,5157531.74,3846862.79,3535949.71,2602111.82,535.766602,551.147461,1384.64355,39.5239258
465.573106,-2116.1499,421.325684,906.188965,6472045.9,6856567.38,-1,8338073.73,8741271.97,7664611.82,5442077.64,5631042.48,8741271.97,4595031.74,8909362.79,6348449.71,7664611.82,160.766602,926.147461,259.643555,32.0239258
763.083239,-1834.8999,327.575684,1187.43896,7034545.9,8544067.38,1,4119323.73,6772521.97,2320861.82,4598327.64,2537292.48,6772521.97,7126281.74,4128112.79,5504699.71,2320861.82,-1901.7334,-11.3525391,-1052.85645,10.7739258
602.318133,-1600.5249,561.950684,1421.81396,5628295.9,6012817.38,-1,7072448.73,4100646.97,3867736.82,1645202.64,8584167.48,4100646.97,8954406.74,8487487.79,4801574.71,3867736.82,442.016602,-292.602539,-1146.60645,21.3989258
640.722747,-1474.54834,1197.69287,692.321777,1813842.77,5889770.51,1,208190.918,5146545.41,360900.879,6206726.07,2546081.54,5146545.41,6396789.55,6562683.11,4423645.02,360900.879,494.750977,756.225586,218.62793,29.8754883
469.186723,-2177.67334,25.8178711,1020.44678,8845092.77,3358520.51,-1,2598815.92,4162170.41,6407775.88,2691101.07,2405456.54,4162170.41,5131164.55,6140808.11,6533020.02,6407775.88,-1661.49902,662.475586,874.87793,10.5004883
79.9280894,-771.42334,1244.56787,176.696777,1532592.77,7296020.51,1,1192565.92,1068420.41,6689025.88,159851.074,999206.543,1068420.41,7099914.55,6422058.11,2314270.02,6689025.88,26.0009766,-275.024414,-1187.62207,39.2504883
322.71327,-613.220215,160.583496,264.587402,8036499.02,8596801.76,1,8171081.54,8433654.79,5722229,3728210.45,2387878.42,8433654.79,4515930.18,7213073.73,1839660.64,5722229,1818.96973,416.381836,-2183.71582,25.1098633
897.170991,-2980.40771,559.020996,897.399902,5645874.02,1424926.76,-1,8663269.04,2738342.29,8042541.5,4642272.95,6536315.92,2738342.29,1211242.68,7283386.23,8941223.14,8042541.5,-2259.15527,-5.49316406,956.90918,29.7973633
934.524607,-2687.43896,1508.23975,1495.05615,-49438.4766,8385864.26,-1,3846862.79,242248.535,7726135.25,4747741.7,3548034.67,242248.535,6590148.93,6966979.98,8062316.89,7726135.25,1373.65723,299.194336,1261.59668,48.7036133
639.827983,-695.251465,1766.05225,674.743652,-1596313.48,3745239.26,-1,7292175.29,593811.035,6249572.75,6927429.2,1227722.17,593811.035,1597961.43,2256042.48,2085754.39,6249572.75,1983.03223,-403.930664,-2160.27832,35.8911133
235.501929,-187.683105,1236.51123,460.144043,1580932.62,6184204.1,1,2267028.81,881652.832,7170227.05,4692810.06,1185974.12,881652.832,3208557.13,3721618.65,563049.316,7170227.05,-1159.05762,655.151367,-1388.30566,36.7211914
996.286939,-2953.30811,627.13623,1163.26904,5237182.62,3652954.1,1,5220153.81,6928527.83,8435852.05,3427185.06,6951599.12,6928527.83,1942932.13,8643493.65,8859924.32,8435852.05,-1252.80762,-1.09863281,1142.94434,24.8461914
742.225496,-791.19873,1312.68311,383.972168,1123901.37,4531860.35,-1,2390075.68,5293762.21,6379211.43,7944763.18,3383239.75,5293762.21,7761291.5,4934509.28,2373596.19,6379211.43,1969.84863,-270.629883,-1001.58691,34.1430664
551.674934,-1344.90967,1098.81592,170.10498,2407104.49,4092407.23,-1,6863708.5,5214660.64,3839172.36,4631286.62,7329528.81,5214660.64,6311096.19,7439392.09,4034729,3839172.36,-4.76074219,649.291992,1476.92871,42.6977539
727.597207,-1907.40967,161.315918,1482.60498,8032104.49,7467407.23,-1,1801208.5,6902160.64,8901672.36,7443786.62,3392028.81,6902160.64,5748596.19,2376892.09,5722229,8901672.36,-379.760742,1024.29199,351.928711,45.1977539
754.794395,-1626.15967,630.065918,1013.85498,5219604.49,8029907.23,1,6019958.5,8870910.64,3557922.36,7162536.62,4798278.81,8870910.64,8279846.19,7158142.09,4878479,3557922.36,1682.73926,-288.208008,-960.571289,26.4477539
489.449398,-2141.78467,676.940918,1154.47998,4938354.49,4936157.23,1,5035583.5,3949035.64,7354797.36,4490661.62,7751403.81,3949035.64,5326721.19,7017517.09,6425354,7354797.36,1963.98926,930.541992,445.678711,37.0727539
196.274051,-1204.28467,1239.44092,216.97998,1563354.49,1561157.23,1,4473083.5,1136535.64,2292297.36,1678161.62,3813903.81,1136535.64,4764221.19,3080017.09,3612854,2292297.36,1588.98926,555.541992,820.678711,34.5727539
576.043618,-342.956543,846.862793,715.026855,3918823.24,1807250.98,1,8041442.87,5337707.52,5895812.99,2926208.5,6960388.18,5337707.52,2531799.32,2042907.71,1028869.63,5895812.99,2655.39551,754.760742,-503.540039,15.7446289
488.175631,-2967.95654,1221.86279,1090.02686,1668823.24,8557250.98,-1,166442.871,6462707.52,7020812.99,1801208.5,3585388.18,6462707.52,5906799.32,917907.715,8903869.63,7020812.99,1905.39551,1504.76074,1746.45996,40.7446289
371.897037,-2405.45654,284.362793,902.526855,7293823.24,5182250.98,1,728942.871,7025207.52,1958312.99,113708.496,4147888.18,7025207.52,3094299.32,5980407.71,7216369.63,1958312.99,2280.39551,379.760742,-878.540039,13.2446289
286.770045,-2991.39404,964.050293,925.964355,3215698.24,7854125.98,1,3471130.37,486145.02,4278625.49,5809021,7593200.68,486145.02,5695861.82,6191345.21,8974182.13,4278625.49,264.770508,520.385742,-1675.41504,37.9321289
761.625886,-167.175293,741.394043,1570.49561,4551635.74,4690063.48,-1,7021911.62,169738.77,5649719.24,3664489.75,597106.934,169738.77,2004455.57,7703063.96,501525.879,5649719.24,663.208008,1012.57324,-1136.35254,10.9008789
445.921515,-1557.31201,2102.23389,57.3120117,-3613403.32,5929321.29,1,5795837.4,719055.176,4450012.21,2324157.71,3871032.71,719055.176,6324279.79,368591.309,4671936.04,4450012.21,713.012695,206.90918,741.577148,29.1235352
929.546441,-2166.68701,2242.85889,572.937012,-4457153.32,6773071.29,1,4530212.4,5359680.18,7121887.21,8652282.71,2042907.71,5359680.18,7308654.79,227966.309,6500061.04,7121887.21,244.262695,-824.34082,-852.172852,39.7485352
593.662315,-1217.46826,1363.95264,1311.21826,816284.18,8952758.79,-1,3088806.15,1949523.93,2586730.96,320251.465,8265563.96,1949523.93,4039123.54,966247.559,3652404.79,2586730.96,80.2001953,464.72168,-500.610352,21.7797852
794.926072,-2992.85889,1721.37451,508.483887,-1328247.07,6456665.04,1,2227478.03,5763977.05,5346496.58,2201110.84,7017517.09,5763977.05,4373107.91,3655700.68,8978576.66,5346496.58,1052.85645,1484.25293,-981.079102,40.6079102
852.829864,-2289.73389,1861.99951,367.858887,-2171997.07,7862915.04,1,961853.027,1685852.05,1549621.58,4872985.84,5189392.09,1685852.05,13732.9102,3796325.68,6869201.66,1549621.58,1334.10645,-484.49707,425.170898,11.2329102
619.12718,-684.265137,514.343262,1106.14014,5913940.43,8636352.54,1,223571.777,8963195.8,7209777.83,4486267.09,3255798.34,8963195.8,4056701.66,8190856.93,2052795.41,7209777.83,-564.331055,1085.81543,2182.9834,13.8891602
252.948984,-332.702637,1006.53076,754.577637,2960815.43,7933227.54,-1,7184509.28,4533508.3,6155090.33,4134704.59,2341735.84,4533508.3,6658264.16,4183044.43,998107.91,6155090.33,1170.04395,851.44043,823.608398,47.9516602
667.970205,-2263.3667,423.522949,493.835449,6458862.3,7775024.41,-1,5365173.34,3311828.61,2929504.39,8573181.15,803649.902,3311828.61,6684631.35,6371521,6790100.1,2929504.39,-2292.84668,1115.1123,1438.84277,22.0532227
962.058565,-2696.96045,1583.6792,528.991699,-502075.195,4048461.91,-1,1392517.09,5386047.36,7605285.64,2420837.4,5620056.15,5386047.36,3204162.6,6195739.75,8090881.35,7605285.64,1105.59082,201.049805,-647.094727,10.0219727
829.502849,-1015.31982,1050.47607,769.226074,2697143.55,357055.664,-1,7562438.96,1888000.49,5126770.02,3774353.03,3211853.03,1888000.49,1042053.22,2416442.87,3045959.47,5126770.02,-2046.75293,-91.9189453,20.8740234,10.1000977
948.64041,-780.944824,1284.85107,1097.35107,1290893.55,2888305.66,1,3765563.96,4559875.49,6673645.02,7008728.03,8133728.03,4559875.49,1463928.22,6775817.87,2342834.47,6673645.02,484.49707,-373.168945,677.124023,21.9750977
696.503266,-980.529785,205.627441,494.934082,7766235.35,5623901.37,1,3676574.71,4613708.5,2757019.04,6838439.94,1312316.89,4613708.5,7373474.12,6827453.61,2941589.36,2757019.04,2976.92871,-469.116211,-1525.26855,20.7885742
998.974472,-248.10791,2637.26807,477.355957,-6823608.4,2916870.12,-1,5698059.08,60974.1211,8645690.92,6434143.07,2806457.52,60974.1211,2574646,1993469.24,744323.73,8645690.92,1465.20996,878.540039,478.637695,34.9291992
775.453395,-447.32666,1383.36182,606.262207,699829.102,5799682.62,1,5662902.83,4033630.37,2915222.17,6047424.32,4318176.27,4033630.37,5351989.75,6528625.49,1341979.98,2915222.17,1207.39746,339.477539,-1091.6748,34.7729492
769.470802,-2946.3501,91.3696289,1054.50439,8451782.23,5360229.49,1,8642395.02,6063903.81,6140808.11,1485900.88,1637512.21,6063903.81,5466247.56,4304992.68,8839050.29,6140808.11,-2337.52441,134.399414,-1144.40918,15.2026367
216.32647,-2805.7251,606.994629,820.129395,5358032.23,6766479.49,-1,2595520.02,860778.809,4593933.11,4720275.88,5153137.21,860778.809,6169372.56,8945617.68,8417175.29,4593933.11,756.225586,228.149414,-1050.65918,27.0776367
849.147252,1406.25,-2531.25,1406.25,-562500,8437500,-1,1406250,7593750,1968750,4218750,281250,843750,1406250,1968750,2531250,7593750,2812.5,1312.5,-562.5,33.75
699.90232,1640.625,-2109.375,1453.125,3093750,8156250,1,2390625,421875,6890625,4359375,5765625,421875,3234375,6890625,4078125,6328125,-843.75,281.25,-1031.25,40.625
618.250261,2484.375,-890.625,1171.875,4781250,6468750,1,2671875,1828125,984375,3515625,7171875,4078125,703125,984375,5484375,2671875,-1781.25,-656.25,-468.75,39.375
924.333163,2554.6875,-1710.9375,23.4375,-140625,4640625,1,6539062.5,5835937.5,6539062.5,70312.5,7242187.5,5132812.5,7523437.5,6539062.5,3585937.5,5132812.5,-1828.125,609.375,1828.125,31.5625
897.920929,1160.15625,-761.71875,644.53125,-773437.5,7242187.5,-1,4535156.25,2917968.75,6714843.75,1933593.75,2777343.75,3269531.25,7066406.25,6714843.75,4957031.25,2285156.25,1148.4375,-304.6875,304.6875,21.09375
947.339365,76.171875,-1998.04688,1916.01562,6644531.25,7207031.25,-1,474609.375,3357421.88,1353515.62,5748046.88,2865234.38,4341796.88,4623046.88,1353515.62,4025390.62,5994140.62,1089.84375,316.40625,808.59375,23.046875
288.090279,1775.39062,-2455.07812,732.421875,1089843.75,8542968.75,1,5009765.62,2337890.62,8279296.88,2197265.62,2548828.12,1001953.12,6908203.12,8279296.88,4552734.38,7365234.38,1300.78125,-35.15625,269.53125,23.515625
903.043066,2478.51562,-2033.20312,873.046875,2496093.75,3199218.75,-1,650390.625,4728515.62,7013671.88,2619140.62,7470703.12,5361328.12,3392578.12,7013671.88,4974609.38,6099609.38,-1980.46875,-316.40625,-1886.71875,29.140625
871.972571,1245.11719,-2000.97656,120.117188,-1001953.12,3990234.38,1,3278320.31,2083007.81,4631835.94,360351.562,6653320.31,6073242.19,5668945.31,4631835.94,2944335.94,6002929.69,-1435.54688,1037.10938,873.046875,28.7109375
780.710224,2557.61719,-2188.47656,1432.61719,123046.875,7365234.38,1,6090820.31,1520507.81,2944335.94,4297851.56,4965820.31,2135742.19,3981445.31,2944335.94,3506835.94,6565429.69,-310.546875,662.109375,-1751.95312,11.2109375
895.540305,2077.14844,-1356.44531,1561.52344,3568359.38,7435546.88,1,6336914.06,3946289.06,6916992.19,4684570.31,2047851.56,5967773.44,4508789.06,6916992.19,3049804.69,4069335.94,1634.76562,966.796875,333.984375,26.3671875
849.352804,700.195312,-1280.27344,1063.47656,5009765.62,8736328.12,-1,8920898.44,1256835.94,1344726.56,3190429.69,7303710.94,7813476.56,3366210.94,1344726.56,2821289.06,3840820.31,-1869.14062,1119.14062,-5.859375,49.8828125
345.197434,2598.63281,-1069.33594,993.164062,6837890.62,2126953.12,-1,8569335.94,5405273.44,4790039.06,2979492.19,5264648.44,7321289.06,202148.438,4790039.06,4016601.56,3208007.81,-509.765625,322.265625,-333.984375,40.1953125
680.625435,629.882812,-2100.58594,711.914062,-474609.375,7189453.12,-1,413085.938,6249023.44,4508789.06,2135742.19,7233398.44,1977539.06,5545898.44,4508789.06,5985351.56,6301757.81,-1822.26562,-990.234375,2103.51562,41.4453125
854.241507,607.910156,-1604.00391,1226.07422,4350585.94,2557617.19,1,7729980.47,7853027.34,2096191.41,3678222.66,1032714.84,8951660.16,3168457.03,2096191.41,3941894.53,4812011.72,2311.52344,372.070312,-1420.89844,17.4414062
952.331159,2506.34766,-2236.81641,1202.63672,1959960.94,4948242.19,1,7519042.97,3563964.84,5260253.91,3607910.16,2509277.34,8459472.66,4394.53125,5260253.91,2887207.03,6710449.22,1327.14844,1075.19531,-1186.52344,12.7539062
780.603266,2705.56641,-1686.03516,1519.04297,4561523.44,7831054.69,1,6921386.72,224121.094,7686035.16,4557128.91,5356933.59,1041503.91,6508300.78,7686035.16,5031738.28,5058105.47,-571.289062,-354.492188,1836.91406,11.0351562
861.810631,2471.19141,-1920.41016,815.917969,6530273.44,3049804.69,-1,8187011.72,645996.094,8107910.16,2447753.91,8591308.59,2588378.91,461425.781,8107910.16,4047363.28,5761230.47,-2727.53906,301.757812,-1631.83594,34.1601562
554.011024,1656.73828,-2184.08203,1349.12109,5932617.19,8288085.94,1,6692871.09,5374511.72,8055175.78,4047363.28,4671386.72,7773925.78,1744628.91,8055175.78,4873535.16,6552246.09,-114.257812,-249.023438,-1338.86719,15.6445312
883.499597,2230.95703,-1633.30078,1735.83984,1081054.69,6530273.44,1,6165527.34,8854980.47,5980957.03,5207519.53,3229980.47,1691894.53,4803222.66,5980957.03,3080566.41,4899902.34,846.679688,946.289062,1637.69531,17.9882812
397.800541,2418.45703,-2570.80078,423.339844,4456054.69,5405273.44,1,1103027.34,1542480.47,6543457.03,1270019.53,6042480.47,7879394.53,5365722.66,6543457.03,5893066.41,7712402.34,-1028.32031,-928.710938,512.695312,30.4882812
345.885265,1270.01953,-1703.61328,1103.02734,3752929.69,8639648.44,-1,4970214.84,3019042.97,1973144.53,3309082.03,3862792.97,3730957.03,3607910.16,1973144.53,4838378.91,5110839.84,424.804688,-225.585938,-1502.92969,32.6757812
751.092298,191.894531,-2875.48828,212.402344,-3278320.31,-1766601.56,1,8767089.84,347167.969,3801269.53,637207.031,6534667.97,1902832.03,5998535.16,3801269.53,4979003.91,8626464.84,-1356.44531,-319.335938,-1409.17969,25.8007812
383.402933,1542.48047,-2063.96484,1135.25391,3489257.81,6547851.56,1,2131347.66,2324707.03,83496.0938,3405761.72,3871582.03,6763183.59,1595214.84,83496.0938,2456542.97,6191894.53,418.945312,1362.30469,-1977.53906,42.8710938
901.831549,171.386719,-927.246094,1709.47266,2575195.31,4368164.06,1,1533691.41,5734863.28,2087402.34,5128417.97,4609863.28,3212402.34,4724121.09,2087402.34,2913574.22,2781738.28,-73.2421875,1057.61719,717.773438,30.5273438
608.184342,2585.44922,-997.558594,1076.66016,2153320.31,1696289.06,-1,338378.906,461425.781,5954589.84,3229980.47,6367675.78,48339.8438,3669433.59,5954589.84,4952636.72,2992675.78,-1245.11719,-301.757812,-641.601562,15.2148438
859.496742,2069.82422,-1513.18359,1592.28516,7497070.31,8165039.06,1,1604003.91,1164550.78,2720214.84,4776855.47,6227050.78,1595214.84,5216308.59,2720214.84,5374511.72,4539550.78,-1151.36719,-583.007812,952.148438,40.8398438
433.841941,1788.57422,-481.933594,561.035156,3559570.31,5352539.06,1,5260253.91,7070800.78,4688964.84,1683105.47,1445800.78,4688964.84,7185058.59,4688964.84,4530761.72,1445800.78,2036.13281,-20.5078125,1514.64844,12.0898438
632.577938,2567.87109,-2116.69922,1375.48828,8868164.06,7778320.31,1,3062988.28,6736816.41,4038574.22,4126464.84,6104003.91,8362792.97,1015136.72,4038574.22,5532714.84,6350097.66,-1069.33594,-688.476562,-2247.07031,46.2304688
871.027152,2720.21484,-1565.91797,1715.33203,2610351.56,5036132.81,1,2465332.03,7756347.66,2175292.97,5145996.09,4029785.16,30761.7188,5831542.97,2175292.97,2263183.59,4697753.91,313.476562,1491.21094,823.242188,47.6367188
572.780835,2063.96484,-1472.16797,1621.58203,5422851.56,7848632.81,1,2746582.03,8037597.66,8081542.97,4864746.09,936035.156,4249511.72,8362792.97,8081542.97,5919433.59,4416503.91,2375.97656,-946.289062,635.742188,31.3867188
443.230074,681.152344,-1870.60547,1035.64453,2188476.56,6864257.81,-1,3520019.53,4029785.16,6183105.47,3106933.59,2412597.66,3194824.22,2667480.47,6183105.47,5567871.09,5611816.41,1391.60156,-711.914062,-911.132812,22.9492188
450.185116,1631.10352,-2857.17773,522.216797,-2368652.34,4372558.59,-1,2322509.77,1970947.27,4440673.83,1566650.39,3003662.11,604248.047,555908.203,4440673.83,3170654.3,8571533.2,997.558594,886.230469,780.761719,11.8457031
385.944283,693.603516,-2669.67773,1084.7168,3256347.66,7747558.59,-1,6260009.77,1408447.27,6128173.83,3254150.39,3566162.11,4541748.05,7868408.2,6128173.83,3733154.3,8009033.2,622.558594,511.230469,-1844.23828,29.3457031
434.866948,2263.91602,-958.740234,733.154297,5365722.66,7888183.59,1,1408447.27,3869384.77,8589111.33,2199462.89,7152099.61,4049560.55,3719970.7,8589111.33,6053466.8,2876220.7,-1768.06641,-1035.64453,827.636719,12.7832031
996.013222,1279.54102,-2318.11523,405.029297,-540527.344,6481933.59,-1,2674072.27,4572509.77,7323486.33,1215087.89,542724.609,1096435.55,3016845.7,7323486.33,4225341.8,6954345.7,2638.18359,183.105469,1108.88672,18.4082031
959.99292,1566.65039,-2452.88086,832.763672,5049316.41,4478027.34,-1,7578369.14,3922119.14,3966064.45,2498291.02,8892333.98,5719482.42,6339111.33,3966064.45,5086669.92,7358642.58,-2928.22266,-391.113281,-1762.20703,27.5488281
712.132314,2082.27539,-2968.50586,1535.88867,6455566.41,8696777.34,1,8843994.14,4343994.14,2700439.45,4607666.02,5095458.98,8672607.42,10986.3281,2700439.45,3821044.92,8905517.58,-396.972656,452.636719,1519.04297,46.9238281
885.704441,2140.86914,-2628.66211,1875.73242,2025878.91,1595214.84,-1,6980712.89,441650.391,2243408.2,5627197.27,1263427.73,2801513.67,468017.578,2243408.2,2731201.17,7885986.33,2157.71484,1179.19922,1308.10547,26.1425781
492.001672,2562.74414,-613.037109,1453.85742,7369628.91,8626464.84,1,7965087.89,1144775.39,7727783.2,4361572.27,1404052.73,3504638.67,8483642.58,7727783.2,3153076.17,1839111.33,2063.96484,897.949219,-98.1445312,30.5175781
329.629267,1531.49414,-2394.28711,1172.60742,57128.9062,5813964.84,1,8246337.89,863525.391,134033.203,3517822.27,2810302.73,973388.672,6514892.58,134033.203,6246826.17,7182861.33,1126.46484,-1164.55078,-1410.64453,49.2675781
474.276183,1179.93164,-2933.34961,1242.91992,2729003.91,3423339.84,1,8035400.39,5715087.89,6110595.7,3728759.77,771240.234,762451.172,7991455.08,6110595.7,5192138.67,8800048.83,2485.83984,-461.425781,-1176.26953,40.8300781
331.601496,626.220703,-246.826172,782.958984,7598144.53,6569824.22,-1,2928955.08,1944580.08,7929931.64,2348876.95,1272216.8,7099365.23,6558837.89,7929931.64,5271240.23,740478.516,2151.85547,-514.160156,-385.253906,40.0097656
613.201313,1282.4707,-2778.07617,1064.20898,285644.531,8257324.22,-1,3210205.08,538330.078,2023681.64,3192626.95,2678466.8,6255615.23,8527587.89,2023681.64,4427490.23,8334228.52,1214.35547,48.3398438,-947.753906,38.7597656
637.716518,16.8457031,-668.701172,1579.83398,7879394.53,1788574.22,1,4475830.08,1241455.08,7789306.64,4739501.95,2537841.8,5552490.23,511962.891,7789306.64,3724365.23,2006103.52,1308.10547,517.089844,645.996094,24.3847656
971.032001,696.533203,-2379.63867,431.396484,-3229980.47,5022949.22,-1,5811767.58,5811767.58,2515869.14,1294189.45,1342529.3,1685302.73,4238525.39,2515869.14,3935302.73,7138916.02,2104.98047,376.464844,1724.12109,48.4472656
818.294176,1634.0332,-2567.13867,993.896484,2395019.53,1647949.22,-1,2999267.58,6374267.58,5328369.14,2981689.45,780029.297,6747802.73,5926025.39,5328369.14,3372802.73,7701416.02,2479.98047,751.464844,-900.878906,30.9472656
574.770773,2712.1582,-176.513672,1603.27148,6051269.53,8679199.22,1,3983642.58,5389892.58,4062744.14,4809814.45,639404.297,5200927.73,2972900.39,4062744.14,2669677.73,529541.016,2573.73047,1220.21484,505.371094,25.3222656
824.37419,2243.4082,-2895.26367,1697.02148,4363769.53,5866699.22,1,4264892.58,5671142.58,6031494.14,5091064.45,4295654.3,8294677.73,1004150.39,6031494.14,5763427.73,8685791.02,136.230469,-842.285156,1067.87109,14.0722656
839.386629,2718.01758,-2854.24805,1562.25586,7984863.28,6815917.97,1,661376.953,3262939.45,7701416.02,4686767.58,6528076.17,6976318.36,1584228.52,7701416.02,4339599.61,8562744.14,-1352.05078,106.933594,892.089844,17.4316406
401.5262,596.923828,-2865.9668,1269.28711,883300.781,3089355.47,1,485595.703,4704345.7,2041259.77,3807861.33,2133544.92,1316162.11,7244384.77,2041259.77,4656005.86,8597900.39,1577.63672,-104.003906,-1990.72266,11.0253906
983.799573,81.2988281,-2537.8418,1972.41211,1164550.78,7870605.47,-1,1188720.7,5126220.7,213134.766,5917236.33,2836669.92,3988037.11,4291259.77,213134.766,4234130.86,7613525.39,1108.88672,177.246094,2228.02734,34.1503906
512.10349,1556.39648,-2615.47852,845.947266,3968261.72,4047363.28,-1,1614990.23,8839599.61,2880615.23,2537841.8,7736572.27,4062744.14,7661865.23,2880615.23,3869384.77,7846435.55,-2157.71484,420.410156,-2204.58984,32.5683594
872.052149,2259.52148,-1912.35352,705.322266,1437011.72,7703613.28,1,6255615.23,2230224.61,4427490.23,2115966.8,2252197.27,8703369.14,4427490.23,4427490.23,3447509.77,5737060.55,1498.53516,701.660156,139.160156,39.4433594
