Fine-Tuning,M1,M2,M3,MHu2,MHd2,signmu,Mq2ii,Ml2ii,Mu2ii,Md2ii,Me2ii,Mq233,Ml233,Mu233,Md233,Me233,Tu33,Td33,Te33,tanb
704.642928,-1218.01758,-151.611328,1481.32324,5139404.3,3610107.42,1,651489.258,4426391.6,3253051.76,6377563.48,2598266.6,4929565.43,1240356.45,2963012.7,1569946.29,4727416.99,-151.611328,925.048828,1436.2793,22.0947266
586.702808,2069.0918,1987.06055,1507.69043,6317138.67,3627685.55,-1,8552856.45,3380493.16,8552856.45,2554321.29,6105102.54,5782104.49,2303833.01,3428833.01,3828735.35,1519409.18,1987.06055,438.720703,-725.830078,27.5244141
460.608551,944.091797,1612.06055,1320.19043,7442138.67,7002685.55,-1,6865356.45,567993.164,5740356.45,7616821.29,1042602.54,5219604.49,6241333.01,8491333.01,3266235.35,2081909.18,1612.06055,813.720703,399.169922,40.0244141
804.340919,1647.2168,-2372.31445,874.87793,4489013.67,5455810.55,1,8763793.95,2607055.66,4966918.95,7546508.79,2941040.04,4024291.99,7577270.51,8983520.51,664672.852,8058471.68,-2372.31445,-170.654297,1008.54492,48.4619141
809.873313,1811.2793,-1598.87695,1050.65918,6387451.17,5526123.05,1,4580200.2,6579711.91,3736450.2,8144165.04,6562133.79,8137573.24,3674926.76,8315551.76,2527954.1,6898315.43,-1598.87695,977.783203,-1780.51758,23.9306641
684.536357,-2255.12695,-2548.0957,786.987305,7899169.92,8725341.8,1,3261840.82,128540.039,1504028.32,8337524.41,6720336.91,7065307.62,598754.883,8684692.38,2158813.48,8322143.55,-2548.0957,-674.560547,-503.173828,36.3525391
493.515832,-2817.62695,264.404297,1255.7373,1711669.92,5912841.8,1,4105590.82,7722290.04,97778.3203,1868774.41,4751586.91,1721557.62,6505004.88,1653442.38,752563.477,4103393.55,264.404297,637.939453,-1440.67383,27.6025391
360.223716,-520.751953,-1001.2207,951.049805,5508544.92,8584716.8,-1,2769653.32,4558227.54,1574340.82,2079711.91,7071899.41,7557495.12,7840942.38,1161254.88,3213500.98,6001831.05,-1001.2207,-1471.43555,-175.048828,21.0400391
694.794397,-2958.25195,2186.2793,1607.2998,1571044.92,147216.797,-1,3050903.32,1464477.54,2980590.82,4048461.91,2290649.41,1088745.12,4747192.38,3692504.88,2369750.98,1220581.05,2186.2793,216.064453,762.451172,17.2900391
584.631173,393.310547,-2290.2832,798.706055,5156982.42,6967529.3,1,4632934.57,1921508.79,2875122.07,5493.16406,4294555.66,3444213.87,6258911.13,6469848.63,7748657.23,7935424.8,-2290.2832,145.751953,-714.111328,34.3212891
800.468063,894.287109,-547.119141,1538.45215,6572021.48,8980224.61,-1,8583618.16,5907348.63,2879516.6,3279418.95,8500122.07,926147.461,4373657.23,7423461.91,2541137.7,5320678.71,-547.119141,1443.60352,-804.931641,39.5751953
771.087252,-2035.40039,-617.431641,1550.1709,7064208.98,6800537.11,-1,1517211.91,5520629.88,1508422.85,6197387.7,1855590.82,6305053.71,7854125.98,5489868.16,5951293.95,5426147.46,-617.431641,-923.583984,-968.994141,32.2314453
885.694015,-2633.05664,-347.900391,1438.84277,2458740.23,2124755.86,-1,3433227.54,5116333.01,5850219.73,8675903.32,6091918.95,5092163.09,2633422.85,2659790.04,3086059.57,5021850.59,-347.900391,517.822266,-465.087891,23.0908203
836.994645,-2556.88477,173.583984,1137.08496,366943.359,6185302.73,-1,4408813.48,2646606.45,1288696.29,5626098.63,2602661.13,2235717.77,6368774.41,4197875.98,5643676.76,4239624.02,173.583984,-1011.47461,-904.541016,10.5517578
861.888539,-2369.38477,2611.08398,1043.33496,-195556.641,1122802.73,-1,190063.477,115356.445,4382446.29,7032348.63,1196411.13,5329467.77,7212524.41,1104125.98,862426.758,583374.023,2611.08398,-73.9746094,-717.041016,11.8017578
544.758563,-2744.38477,-2263.91602,855.834961,7679443.36,8997802.73,-1,3002563.48,5177856.45,444946.289,4219848.63,4008911.13,7016967.77,1025024.41,6166625.98,4799926.76,7895874.02,-2263.91602,1051.02539,-342.041016,44.3017578
943.964581,-2955.32227,-1537.35352,1055.05371,577880.859,8786865.23,-1,1631469.73,3455200.2,8284790.04,2567504.88,5450317.38,2903686.52,5700805.66,6623657.23,7788208.01,6806030.27,-1537.35352,-50.5371094,2587.64648,28.2080078
684.618277,138.427734,-2568.60352,914.428711,5921630.86,6818115.23,-1,4865844.73,5845825.2,4206665.04,5239379.88,6434692.38,3888061.52,6685180.66,7889282.23,3710083.01,8352905.27,-2568.60352,-1269.28711,-131.103516,46.3330078
466.530948,700.927734,243.896484,1195.67871,4234130.86,5130615.23,-1,5709594.73,4439575.2,3362915.04,2708129.88,5028442.38,5294311.52,778930.664,1983032.23,2303833.01,4134155.27,243.896484,1168.21289,-1068.60352,17.5830078
772.96334,876.708984,-1103.75977,967.163086,2019287.11,5095458.98,1,7977172.85,3121215.82,6087524.41,5256958.01,8174926.76,3483764.65,761352.539,4004516.6,6786254.88,6155639.65,-1103.75977,500.244141,818.115234,26.7236328
709.657067,1814.20898,2083.74023,1623.41309,4831787.11,3407958.98,1,8820922.85,8464965.82,7493774.41,7788208.01,3393676.76,6015014.65,2730102.54,2035766.6,7630004.88,1374389.65,2083.74023,-812.255859,-119.384766,10.4736328
792.929885,1954.83398,-2463.13477,756.225586,2441162.11,5517333.98,-1,8469360.35,7691528.32,6017211.91,2374145.51,5573364.26,4397827.15,7722290.04,5902954.1,5872192.38,8194702.15,-2463.13477,1297.11914,1146.24023,30.7861328
460.06784,1767.33398,349.365234,1224.97559,5253662.11,7204833.98,-1,7625610.35,97778.3203,4610961.91,5467895.51,5854614.26,4679077.15,4066040.04,4496704.1,5028442.38,3975952.15,349.365234,-1140.38086,583.740234,24.5361328
899.823464,2072.02148,-1689.69727,978.881836,5042724.61,5447021.48,-1,4918579.1,1539184.57,2677368.16,4026489.26,4202270.51,8159545.9,3538696.29,6359985.35,8508911.13,7034545.9,-1689.69727,-601.318359,-1877.19727,16.5673828
560.432457,-1818.60352,1638.42773,1471.06934,5464599.61,8962646.48,1,770141.602,6390747.07,8935180.66,5643676.76,756958.008,1761108.4,1077758.79,8117797.85,282348.633,2042358.4,1638.42773,195.556641,44.6777344,30.0048828
535.711304,-2006.10352,-799.072266,1002.31934,2652099.61,6150146.48,1,2176391.6,3859497.07,7528930.66,4237426.76,1600708.01,7104858.4,6421508.79,2211547.85,1126098.63,5698608.4,-799.072266,-366.943359,982.177734,23.7548828
687.605943,505.004883,-857.299805,387.268066,798706.055,6661010.74,1,5901306.15,6638488.77,3360168.46,1205749.51,5758483.89,6894470.21,7436096.19,2663635.25,2919616.7,5785949.71,-857.299805,-494.018555,-755.493164,38.2836914
572.781776,2133.91113,1685.66895,88.4399414,1536987.3,6203979.49,1,8625915.53,855285.645,6014465.33,1574890.14,6268249.51,1673767.09,1055236.82,7462463.38,6382507.32,1971496.58,1685.66895,-458.862305,1435.91309,10.0805664
838.111139,1243.28613,-2392.45605,721.252441,4771362.3,8313354.49,-1,7289978.03,2331848.14,4678527.83,1223327.64,8869812.01,7087829.59,4219299.32,7673400.88,8843444.82,8088684.08,-2392.45605,1275.5127,170.288086,18.5180664
445.634344,1454.22363,-1665.89355,545.471191,2732299.8,8243041.99,-1,6340759.28,6304504.39,3448059.08,695983.887,748718.262,3255798.34,6996643.07,7075744.63,6136413.57,6998840.33,-1665.89355,-576.049805,-2431.27441,33.9868164
943.038922,1319.45801,-2257.69043,636.291504,-836059.57,5623901.37,-1,4626892.09,301574.707,4212707.52,6892272.95,2638366.7,1928649.9,3085510.25,3041564.94,5512390.14,7886535.64,-2257.69043,859.49707,797.241211,38.5571289
643.918397,1131.95801,-195.19043,167.541504,851440.43,1686401.37,-1,8845642.09,2270324.71,1681457.52,6048522.95,1232116.7,5584899.9,1679260.25,2197814.94,1293640.14,4792785.64,-195.19043,296.99707,609.741211,39.8071289
567.251945,1147.33887,-1918.5791,601.135254,3024536.13,5654663.09,-1,5907897.95,3129455.57,1803405.76,4542297.36,2683410.64,7377868.65,4914733.89,5906799.32,5907897.95,4733459.47,859.49707,-399.536133,-1443.96973,39.6264648
562.751292,499.145508,-1296.75293,1210.51025,8937377.93,8647338.87,-1,4310485.84,1532043.46,5865051.27,2919616.7,2392272.95,6112243.65,1925354,7998596.19,8992858.89,6445129.39,-1296.75293,1679.80957,-23.0712891,26.2133789
688.261862,-2629.76074,1691.52832,67.9321289,-1293090.82,5659057.62,1,988220.215,951965.332,8941223.14,8491882.32,8210632.32,3739196.78,8692932.13,2813049.32,8904968.26,1962707.52,1691.52832,-628.78418,-901.977539,44.7290039
842.010683,-332.885742,2394.65332,560.119629,3066284.18,1018432.62,-1,4152282.71,7350402.83,5636535.64,2796569.82,8702819.82,7747009.28,2294494.63,8367736.82,1240905.76,908020.02,2394.65332,-394.40918,-292.602539,18.7915039
523.480774,2971.80176,2511.84082,478.088379,1308471.68,1229370.12,-1,5945251.46,8018371.58,7710754.39,5714538.57,1777038.57,4125915.53,7954650.88,5660705.57,6830749.51,732238.77,2511.84082,238.40332,-175.415039,11.7602539
868.845205,-2512.57324,-2410.03418,79.6508789,1730346.68,2494995.12,1,1937438.96,4291809.08,3702941.89,3956726.07,2831726.07,6164978.03,5353088.38,8543518.07,1979187.01,8115051.27,-2410.03418,-652.22168,2027.70996,35.1977539
366.605401,2945.43457,-1868.04199,494.20166,5430541.99,6212768.55,1,7013122.56,3346984.86,5377258.3,2827331.54,8505065.92,2267028.81,6139709.47,7545959.47,7520690.92,7302062.99,-1868.04199,-983.276367,1714.2334,31.1157227
297.49079,138.793945,-1662.96387,292.053223,6327026.37,4261596.68,-1,5439880.37,1650695.8,7425109.86,2027526.86,6246276.86,5492614.75,4794982.91,8697326.66,2027526.86,6994445.8,-1662.96387,745.239258,-904.907227,22.2485352
386.271419,-1654.1748,1864.37988,661.193848,2635620.12,2257690.43,1,4437927.25,7187805.18,6669250.49,2150573.73,8795104.98,3014099.12,5339904.79,7976623.54,463073.73,1703430.18,1864.37988,358.520508,-1549.43848,31.5454102
640.711138,1955.2002,-1557.49512,262.756348,3338745.12,1273315.43,-1,7883239.75,2898742.68,552062.988,8408386.23,5349792.48,5053161.62,8363342.29,6218811.04,8689636.23,6836242.68,-1557.49512,-719.604492,466.186523,15.6079102
514.261923,-833.862305,-1862.18262,204.162598,1580932.62,921752.93,-1,2223083.5,3637023.93,4102844.24,76354.9805,3275573.73,1361755.37,2773498.54,8996154.79,779479.98,7293273.93,-1862.18262,100.708008,583.374023,12.6391602
490.739277,-1818.2373,2590.94238,508.850098,4534057.62,2468627.93,1,184020.996,2160461.43,3188781.74,427917.48,674011.23,6775817.87,1437561.04,8503967.29,3099792.48,613586.426,2590.94238,-789.916992,817.749023,16.0766602
726.21967,2196.89941,1400.02441,1611.14502,2560913.09,7588256.84,1,2427429.2,5194885.25,4518127.44,4178649.9,7263610.84,2031921.39,2621887.21,5500305.18,8239.74609,2399963.38,1400.02441,1499.63379,722.53418,38.0200195
622.143281,1071.89941,1025.02441,1423.64502,1435913.09,4213256.84,1,4114929.2,8007385.25,7330627.44,8116149.9,4451110.84,344421.387,6559387.21,437805.176,1695739.75,2962463.38,1025.02441,374.633789,-402.46582,10.5200195
992.646015,884.399414,1587.52441,767.39502,-1376586.91,7025756.84,1,458679.199,6038635.25,4799377.44,5022399.9,794860.84,5688171.39,6840637.21,3531555.18,4789489.75,2118713.38,1587.52441,937.133789,-964.96582,11.7700195
391.20958,2150.02441,2571.89941,1259.58252,2982788.09,4353881.84,-1,3622741.7,3437072.75,7541564.94,1717712.4,302673.34,836608.887,4098449.71,7679992.68,3031677.25,642150.879,2571.89941,1077.75879,-74.3408203,47.0825195
541.580206,1704.71191,-1014.03809,943.17627,2771850.59,1611694.34,-1,1829772.95,2558166.5,897033.691,7659118.65,7650329.59,4317077.64,3500793.46,613586.426,1519958.5,6021057.13,-1014.03809,116.821289,1777.22168,34.1137695
808.91348,-2139.03809,2642.21191,1833.80127,2490600.59,8080444.34,-1,4782897.95,1292541.5,8912658.69,2737243.65,4415954.59,5020202.64,1391418.46,191711.426,4754333.5,536682.129,2642.21191,-164.428711,183.47168,27.2387695
588.446902,-1998.41309,1845.33691,825.98877,-2993774.41,8783569.34,1,7384460.45,5581604,8561096.19,3510681.15,7439392.09,309265.137,3430480.96,1527648.93,3699646,1731994.63,1845.33691,-1430.05371,-800.90332,18.8012695
635.104476,-2185.91309,907.836914,1482.23877,3193725.59,2596069.34,1,5978210.45,7550354,6029846.19,416931.152,6595642.09,5653015.14,899230.957,2371398.93,7355896,3138244.63,907.836914,-492.553711,-613.40332,17.5512695
722.024959,-463.256836,-1635.13184,1042.78564,3650756.84,2420288.09,1,8737976.07,4017150.88,3340393.07,188415.527,5980407.71,2647155.76,7455871.58,7767883.3,1959411.62,6952697.75,-1635.13184,-457.397461,171.75293,30.9106445
629.332711,-2900.75684,1177.36816,1511.53564,7588256.84,6357788.09,1,7894226.07,7673400.88,1371643.07,2719665.53,1199157.71,4615905.76,4924621.58,5236633.3,1678161.62,2733947.75,1177.36816,855.102539,-765.74707,47.1606445
564.410775,497.680664,-346.069336,913.879395,3721069.34,4178100.59,-1,1882507.32,6935119.63,1195861.82,2192321.78,882751.465,8869812.01,6506652.83,2459289.55,6213317.87,5019104,-346.069336,1019.16504,710.81543,23.8793945
609.455687,-2824.58496,245.727539,951.965332,2965209.96,7711303.71,-1,8658874.51,1494689.94,7726135.25,4697204.59,2086853.03,8790710.45,8079895.02,1905578.61,5870544.43,4131408.69,245.727539,298.461914,751.831055,19.309082
793.58492,-2262.08496,-2566.77246,1420.71533,4652709.96,4898803.71,-1,7815124.51,8525939.94,8569885.25,3290954.59,118103.027,71960.4492,2736145.02,8374328.61,5026794.43,8350158.69,-2566.77246,-264.038086,189.331055,45.559082
846.333593,386.352539,-2262.08496,1479.30908,8660522.46,6375366.21,-1,45593.2617,7014221.19,4808166.5,6208923.34,6973571.78,6013366.7,8396301.27,5667297.36,3936950.68,7893127.44,-2262.08496,415.649414,72.1435547,42.590332
641.467848,198.852539,175.415039,1010.55908,1348022.46,8062866.21,-1,1451843.26,1107971.19,5651916.5,3677673.34,8942321.78,2919616.7,2490051.27,4261047.36,2530700.68,4236877.44,175.415039,-521.850586,1009.64355,11.340332
597.03233,2401.97754,-902.709961,1268.37158,4863647.46,6515991.21,1,678405.762,2443908.69,5019104,3607360.84,6200134.28,6364929.2,1154113.77,4190734.86,351013.184,5854064.94,-902.709961,1212.52441,400.268555,19.777832
554.498846,-1430.05371,-1687.86621,1180.48096,5742553.71,7324584.96,-1,7867858.89,4465393.07,7040588.38,6542907.71,6885681.15,4659851.07,5320129.39,6563781.74,755310.059,7031799.32,-1687.86621,-861.694336,2193.2373,15.168457
575.893514,1148.07129,-797.241211,1157.04346,3633178.71,8027709.96,1,3719421.39,2004455.57,2892150.88,6191345.21,5409118.65,5855163.57,2437316.89,1712219.24,7013122.56,5695861.82,-797.241211,-1189.81934,-853.637695,22.980957
847.473999,-1500.36621,-1101.92871,1192.19971,750366.211,7676147.46,1,6426452.64,422424.316,1450744.63,3273376.46,3264587.4,546569.824,8097473.14,4489562.99,1352966.31,6152893.07,-1101.92871,942.993164,-1111.4502,25.012207
385.160492,-1078.49121,351.196289,1121.88721,6515991.21,4723022.46,-1,4949890.14,3023986.82,255432.129,2921813.96,663024.902,8210632.32,4511535.64,3997375.49,3673278.81,3973205.57,351.196289,-322.631836,-502.075195,23.449707
900.041785,-1265.99121,-2461.30371,1403.13721,3703491.21,7535522.46,-1,5793640.14,4992736.82,1661682.13,4890563.96,1506774.9,616882.324,1417785.64,5966125.49,2267028.81,8191955.57,-2461.30371,239.868164,-1439.5752,32.199707
517.369047,-2645.87402,-372.436523,760.070801,1163452.15,2780639.65,1,7986511.23,3397521.97,4478576.66,2477966.31,605895.996,3170104.98,780578.613,2903137.21,8028259.28,5058654.79,-372.436523,37.7197266,344.604492,13.8989258
817.995241,1526.00098,-2669.31152,1064.7583,2710327.15,-1578735.35,-1,8759948.73,5436584.47,6236389.16,1423278.81,8973083.5,990417.48,569641.113,2129699.71,2614196.78,8503967.29,-2669.31152,-102.905273,485.229492,32.3364258
768.777876,705.688477,1197.87598,1662.41455,5593139.65,4960327.15,-1,1904479.98,4487365.72,4302795.41,1880310.06,1484802.25,1306823.73,1237609.86,4625793.46,4336853.03,2703186.04,1197.87598,342.407227,-1131.95801,37.1801758
671.470799,2.56347656,-67.7490234,842.102051,2921264.65,3975952.15,1,2115417.48,3010803.22,154357.91,6028747.56,7461364.75,8549011.23,6370422.36,1039855.96,188415.527,4601623.54,-67.7490234,-641.967773,133.666992,16.8676758
873.362538,1139.28223,1865.84473,883.117676,-1051391.6,6753295.9,-1,164245.605,2079162.6,6148498.54,983825.684,7725036.62,6140808.11,7266906.74,2112121.58,2174743.65,1701232.91,1865.84473,-559.936523,-1190.55176,28.8208008
643.422148,1701.78223,1303.34473,1539.36768,4011108.4,7315795.9,-1,2695495.61,110412.598,5867248.54,8015075.68,131286.621,1922058.11,2485656.74,6893371.58,6393493.65,2544982.91,1303.34473,-372.436523,121.948242,40.0708008
712.296146,1467.40723,2662.71973,1703.43018,495483.398,7737670.9,1,3328308.11,4540100.1,5656311.04,1897888.18,4139099.12,1429870.61,4805969.24,635559.082,7448181.15,505920.41,2662.71973,-1075.56152,543.823242,17.2583008
743.740472,-1837.28027,2920.53223,1762.02393,4362670.9,7948608.4,1,4558776.86,6333068.85,7730529.79,7628356.93,6213317.87,4558776.86,1536437.99,3272277.83,1788024.9,119201.66,2920.53223,1291.62598,661.010742,14.6020508
566.090391,-1696.65527,998.657227,1363.58643,3378295.9,2745483.4,-1,5754089.36,2465881.35,4988342.29,5589294.43,4174255.37,6175964.36,763000.488,951965.332,3545837.4,3002014.16,998.657227,869.750977,-42.1142578,20.5395508
641.092146,-940.795898,-1597.0459,1296.20361,5399780.27,7579467.77,1,7538269.04,8433654.79,8372131.35,1660583.5,526794.434,4919128.42,5465148.93,7974426.27,5646423.34,6895568.85,-1597.0459,488.891602,1651.24512,22.8442383
935.536956,1074.8291,-1643.9209,944.641113,-2897094.73,2938842.77,-1,858581.543,7941467.29,1551818.85,2715271,2143981.93,67565.918,1738586.43,29113.7695,7122985.84,6965881.35,-1643.9209,1004.5166,-176.879883,16.2817383
759.726887,887.329102,-1081.4209,1225.89111,3290405.27,8001342.77,-1,3389831.54,5972717.29,4083068.85,1309021,2987731.93,5973815.92,2582336.43,3685363.77,4029235.84,6122131.35,-1081.4209,67.0166016,-1489.37988,15.0317383
625.142352,-1995.4834,-823.608398,1307.92236,1673217.77,7790405.27,-1,6729675.29,5515686.04,532287.598,7039489.75,5132263.18,32409.668,8242492.68,1400207.52,5189392.09,5735412.6,-823.608398,-565.795898,-1231.56738,13.0004883
365.239335,-1807.9834,1613.8916,839.172363,8985717.77,4977905.27,-1,5323425.29,2421936.04,1376037.6,570739.746,5976013.18,8751159.67,2336242.68,8993957.52,6595642.09,2079162.6,1613.8916,746.704102,-669.067383,41.7504883
985.979532,-132.202148,-2663.45215,1536.43799,7825561.52,1567749.02,1,8153503.42,646545.41,4698303.22,3119567.87,4446716.31,2159362.79,6256164.55,1347473.14,390563.965,8495178.22,-2663.45215,266.235352,-657.348633,15.1098633
741.713904,-2757.20215,-2288.45215,1348.93799,6700561.52,4942749.02,1,7591003.42,3459045.41,7510803.22,7057067.87,7259216.31,471862.793,2318664.55,6409973.14,2078063.96,7932678.22,-2288.45215,1391.23535,467.651367,32.6098633
504.395788,688.110352,266.235352,1079.40674,1005249.02,7966186.52,1,1157409.67,5041076.66,4733459.47,8920349.12,1809997.56,3249206.54,2635070.8,1171691.89,8511657.71,4100646.97,266.235352,899.047852,1147.33887,29.3286133
780.959257,125.610352,-2546.26465,1360.65674,7192749.02,6278686.52,1,313659.668,3072326.66,6139709.47,1326599.12,403747.559,5780456.54,7978820.8,8765441.89,7667907.71,8319396.97,-2546.26465,-788.452148,584.838867,35.5786133
311.434645,2516.23535,1813.11035,915.344238,3395874.02,8388061.52,-1,1790222.17,470764.16,4522521.97,1537536.62,2442810.06,2335144.04,4674133.3,8695129.39,5206970.21,1780334.47,1813.11035,102.172852,819.213867,33.3911133
541.116828,2703.73535,-999.389648,1196.59424,6208374.02,6700561.52,-1,946472.168,7502014.16,5928771.97,8568786.62,4411560.06,6553894.04,1580383.3,1663879.39,6613220.21,5999084.47,-999.389648,-85.3271484,256.713867,22.1411133
439.553019,1494.50684,-2571.89941,753.845215,3090454.1,4850463.87,-1,6356140.14,5048767.09,2074768.07,3454650.88,5661804.2,5922180.18,8647888.18,7643737.79,8647888.18,6356140.14,-774.536133,-390.74707,-1970.58105,39.309082
807.484565,-15.0146484,-2593.13965,868.469238,-260375.977,1919311.52,-1,6993347.17,3142639.16,3819396.97,2521911.62,2020935.06,1632019.04,2564758.3,960754.395,6191345.21,8389709.47,-2593.13965,-741.577148,-2087.03613,44.0161133
782.910834,-591.430664,-1704.71191,1354.43115,4641723.63,3921020.51,1,8121643.07,4242370.61,2198913.57,2643859.86,5096008.3,1703430.18,3176696.78,7373474.12,3237121.58,7057067.87,-1704.71191,1217.65137,677.856445,23.3959961
921.342401,2221.06934,-2642.21191,1448.18115,5204223.63,-16479.4922,1,8402893.07,23620.6055,8667663.57,8550109.86,314758.301,3672180.18,5145446.78,3717224.12,5205871.58,8463317.87,-2642.21191,-469.848633,490.356445,17.1459961
999.143783,-732.055664,-720.336914,1705.99365,5344848.63,6874145.51,-1,6926330.57,4875183.11,3675476.07,464172.363,3056945.8,1070617.68,3528259.28,5334411.62,354309.082,5580505.37,-720.336914,795.776367,-25.2685547,11.8334961
469.52683,744.506836,-87.5244141,1202.0874,4852661.13,3288208.01,-1,1477111.82,7300964.36,2374694.82,3944641.11,1263977.05,4762023.93,1946228.03,2557067.87,7701965.33,4631286.62,-87.5244141,-258.911133,138.793945,31.3647461
899.721652,603.881836,-2009.39941,1553.6499,5274536.13,8491333.01,1,281799.316,2168151.86,757507.324,1905578.61,8084289.55,5957336.43,329040.527,518005.371,4959777.83,7514099.12,-2009.39941,-587.036133,-564.331055,43.5522461
992.242713,-1564.08691,-1388.30566,1641.54053,6715942.38,5362426.76,-1,6908752.44,252136.23,2919616.7,8251281.74,5289367.68,5377258.3,6709899.9,6863708.5,5117980.96,6582458.5,-1388.30566,338.745117,-1982.2998,41.4428711
973.878619,-1610.96191,-2560.18066,1289.97803,5731567.38,1846801.76,1,8104064.94,8619323.73,177429.199,6071594.24,2828430.18,6431945.8,4530212.4,4684021,7016418.46,8340271,-2560.18066,666.870117,1720.8252,33.6303711
761.75571,1295.28809,-966.430664,774.353027,-737182.617,6628051.76,1,2057189.94,4259948.73,6786804.2,868469.238,719055.176,1228820.8,8045837.4,6230896,7157043.46,5949646,-966.430664,10.6201172,-622.924805,10.5053711
985.406141,2045.28809,1283.56934,1899.35303,6012817.38,8878051.76,1,3182189.94,5384948.73,7911804.2,1993469.24,8594055.18,2353820.8,6920837.4,5105896,3782043.46,2574646,1283.56934,-739.379883,127.075195,25.5053711
997.99695,-931.274414,1400.75684,1934.50928,7630004.88,6838989.26,1,4693908.69,6052917.48,5415710.45,7513000.49,1738586.43,8295227.05,3651306.15,7812927.25,4871887.21,2398864.75,1400.75684,127.807617,338.012695,22.5366211
780.536276,-1546.50879,-81.6650391,1099.54834,2128051.76,8684692.38,1,7392150.88,8716003.42,6180358.89,1211242.68,5034484.86,7934875.49,7562438.96,3444763.18,872863.77,4622497.56,-81.6650391,907.104492,1972.77832,14.9194336
568.0321,1359.74121,-1112.91504,865.17334,4659301.76,7278442.38,1,4157775.88,1825378.42,1820983.89,8945617.68,5737609.86,7794250.49,7140563.96,2179138.18,6075988.77,6169372.56,-1112.91504,438.354492,-1495.97168,30.5444336
452.104693,797.241211,1699.58496,1146.42334,2971801.76,5590942.38,1,3314025.88,8294128.42,977233.887,1351867.68,5456359.86,1325500.49,3484313.96,8085388.18,4669738.77,1950622.56,1699.58496,-499.145508,-558.47168,24.2944336
753.52984,1781.61621,-2472.29004,1076.11084,8737426.76,6856567.38,-1,3524963.38,6255065.92,1891296.39,1422180.18,7495422.36,6880187.99,179626.465,8296325.68,7130676.27,8208435.06,-2472.29004,1141.47949,-1074.09668,27.1069336
785.970817,844.116211,715.209961,1544.86084,2549926.76,1794067.38,-1,4368713.38,911315.918,2735046.39,3390930.18,3276672.36,411437.988,3273376.46,5765075.68,7411926.27,3427185.06,715.209961,-171.020508,238.40332,10.8569336
839.729357,-1371.09375,-1722.65625,1529.29688,3199218.75,105468.75,1,4763671.88,4482421.88,4447265.62,4904296.88,6556640.62,1951171.88,3462890.62,1248046.88,3462890.62,4763671.88,-1371.09375,410.15625,316.40625,22.890625
843.541333,785.15625,-1441.40625,1669.92188,5730468.75,8824218.75,1,7998046.88,5185546.88,87890.625,3357421.88,4447265.62,2373046.88,8103515.62,5607421.88,8103515.62,7998046.88,35.15625,-996.09375,785.15625,14.765625
786.357316,-480.46875,-2988.28125,521.484375,-597656.25,6433593.75,1,5537109.38,7505859.38,1283203.12,333984.375,4517578.12,7365234.38,1845703.12,7365234.38,1845703.12,5537109.38,-11.71875,-574.21875,1582.03125,26.328125
226.60489,-2355.46875,1886.71875,708.984375,2777343.75,7558593.75,1,3849609.38,3568359.38,720703.125,6521484.38,1705078.12,4552734.38,5783203.12,1177734.38,5783203.12,3849609.38,1863.28125,-949.21875,-1042.96875,28.828125
526.627015,-1136.71875,1230.46875,1130.85938,5308593.75,7277343.75,1,2021484.38,8771484.38,861328.125,5537109.38,158203.125,3568359.38,3955078.12,6099609.38,3955078.12,2021484.38,2894.53125,-667.96875,1113.28125,45.703125
681.371308,2619.14062,-533.203125,500.976562,2162109.38,8103515.62,1,7233398.44,4403320.31,448242.188,4631835.94,6090820.31,6108398.44,2258789.06,1819335.94,2258789.06,7233398.44,-1060.54688,568.359375,1857.42188,29.1015625
414.545946,-1318.35938,-1845.70312,594.726562,7224609.38,8666015.62,-1,4139648.44,2997070.31,166992.188,2663085.94,1309570.31,7514648.44,5915039.06,8850585.94,5915039.06,4139648.44,2126.95312,755.859375,-580.078125,42.8515625
796.399703,2712.89062,2748.04688,1672.85156,3005859.38,6134765.62,-1,2311523.44,8200195.31,1432617.19,5053710.94,1731445.31,5124023.44,993164.062,7584960.94,993164.062,2311523.44,1845.70312,1224.60938,-111.328125,27.2265625
536.874226,-2302.73438,-2923.82812,1133.78906,3427734.38,5431640.62,-1,5475585.94,4614257.81,1784179.69,2733398.44,2645507.81,6459960.94,4860351.56,8077148.44,4860351.56,5475585.94,1236.32812,52.734375,-251.953125,33.1640625
806.302595,2947.26562,826.171875,1508.78906,1177734.38,7681640.62,-1,8850585.94,5739257.81,659179.688,6108398.44,3770507.81,834960.938,8235351.56,2452148.44,8235351.56,8850585.94,486.328125,802.734375,498.046875,38.1640625
407.559885,1072.26562,-2548.82812,571.289062,2302734.38,4306640.62,-1,6038085.94,8551757.81,2346679.69,6670898.44,6583007.81,1397460.94,7672851.56,7514648.44,7672851.56,6038085.94,-1388.67188,-322.265625,873.046875,20.6640625
568.296419,251.953125,-2806.64062,1051.75781,5466796.88,5220703.12,-1,8534179.69,7672851.56,1889648.44,518554.688,7954101.56,237304.688,8833007.81,8956054.69,8833007.81,8534179.69,-2302.73438,-251.953125,662.109375,44.2578125
662.6593,-1623.04688,-2431.64062,114.257812,6591796.88,4095703.12,-1,6846679.69,5985351.56,2452148.44,8956054.69,641601.562,5299804.69,6020507.81,7268554.69,6020507.81,6846679.69,2572.26562,123.046875,-1212.89062,11.7578125
